longest_common_substring,longest_common_subsequence,greedy_string_tiling,2_gram_char,3_gram_char,4_gram_char,1_gram_word_Jaccard,3_gram_word_Jaccard,4_gram_word_Jaccard,2_gram_word_Jaccard_without_SW,4_gram_word_Jaccard_without_SW,1_gram_word_Containment_without_SW_a,2_gram_word_Containment_without_SW_a,1_gram_word_Containment_without_SW_b,2_gram_word_Containment_without_SW_b,average_similarity,lexical_substitution_system,pathlen_similarity,lin_similarity
78,113,78,0.928190961784515,0.8740730364761194,0.8301660498166057,0.6818181818181819,0.4642857142857143,0.3928571428571429,0.4666666666666667,0.2857142857142857,0.9090909090909092,0.7,0.7692307692307693,0.5833333333333334,0.648989898989899,0.9562960652968115,0.2484051997385336,0.2813432135726074
47,73,47,0.9547089198261977,0.8679212846346371,0.7712398424224604,0.8,0.1463414634146341,0.097560975609756,0.2857142857142857,0.0,0.8,0.4285714285714285,0.8571428571428571,0.4615384615384615,0.5934065934065934,0.9661756362801776,0.232413361700776,0.2371401688255233
28,28,28,0.904962519798883,0.8081376242652534,0.7127255688897135,0.8,0.1666666666666666,0.0909090909090909,0.6666666666666667,0.0,1.0,0.8,1.0,0.8,0.65,0.8473185457363236,0.2817860050002907,0.260617207309216
47,68,47,0.7907375140053059,0.6536457352823066,0.5738045840530311,0.5789473684210527,0.3043478260869565,0.2727272727272727,0.3076923076923077,0.1818181818181817,0.6666666666666666,0.5,0.6666666666666666,0.4444444444444444,0.5780849358974359,0.7075942729929443,0.3022126022126021,0.3748258634252296
14,30,14,0.7028169127896865,0.5917263354139387,0.495073771488337,0.6666666666666667,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.8,0.0,0.6309523809523809,0.7637626158259735,0.40625,0.4909247173057307
26,62,26,0.7572824456627535,0.5400296841847347,0.4113947592872962,0.2857142857142857,0.1304347826086956,0.0909090909090909,0.0666666666666666,0.0,0.3333333333333333,0.125,0.3333333333333333,0.125,0.5953921568627452,0.5954651581568434,0.2751767676767675,0.3404321332491695
19,38,19,0.6755115021031723,0.5366031004021358,0.4603392506677322,0.4705882352941176,0.1052631578947368,0.0,0.1428571428571429,0.0,0.75,0.3333333333333333,0.5,0.2,0.6558441558441559,0.7341303483857974,0.2451323297914206,0.123902364975122
33,59,33,0.848607762829881,0.7313980556837069,0.6465081838352353,0.6,0.2083333333333333,0.125,0.1999999999999999,0.0,0.7,0.3333333333333333,0.7,0.3333333333333333,0.6041666666666666,0.7443873683187765,0.2169388974816606,0.2105713718497417
34,67,34,0.793924586240317,0.6601293441350289,0.5602287114655289,0.4285714285714286,0.12,0.0833333333333333,0.2142857142857143,0.0,0.5,0.3333333333333333,0.5555555555555556,0.375,0.4227450980392157,0.8013093298449997,0.2580756545042259,0.2727581852067016
17,35,17,0.5084700923486271,0.3960590171906697,0.3469387755102041,0.25,0.0476190476190476,0.0,0.0714285714285714,0.0,0.375,0.1428571428571428,0.3333333333333333,0.125,0.7192307692307693,0.5958795715311241,0.2366676023700815,0.268107098124098
18,39,18,0.6214409152838354,0.426132494537061,0.2916059217599021,0.2941176470588235,0.05,0.0,0.0909090909090909,0.0,0.4285714285714285,0.1666666666666666,0.4285714285714285,0.1666666666666666,0.4877658890816785,0.6531972647421808,0.2148752857786469,0.3623354413265794
12,52,12,0.4828619791432845,0.2794815423200416,0.2162811752731771,0.25,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.2307692307692307,0.0,0.5477443609022556,0.4923659639173308,0.2231482651335593,0.1914006535643217
10,33,10,0.5514109665703557,0.2910528808457692,0.2291746242570528,0.3125,0.0,0.0,0.0,0.0,0.4285714285714285,0.0,0.5,0.0,0.4939814814814815,0.5789473684210524,0.2855604464979465,0.3694120643092857
58,122,58,0.9358358572499114,0.8652066606056278,0.7826237921249269,0.64,0.4838709677419355,0.4193548387096774,0.3529411764705882,0.1176470588235294,0.8181818181818182,0.6,0.6428571428571429,0.4615384615384615,0.5328282828282828,0.953219973869657,0.2465534282968497,0.2644918917741411
40,95,40,0.7777187730687364,0.5984410751528574,0.5170334471824859,0.4642857142857143,0.1875,0.125,0.2105263157894736,0.0555555555555555,0.7,0.4444444444444444,0.4666666666666667,0.2857142857142857,0.5751633986928105,0.7762287694559531,0.2174278834818053,0.2512043182412698
35,64,35,0.7521978468302964,0.5775958979049246,0.5000295394795401,0.409090909090909,0.125,0.0869565217391304,0.125,0.0,0.5,0.2222222222222222,0.5,0.2222222222222222,0.6127835447904652,0.8204836824663078,0.1765354441938151,0.2208753665912375
48,97,48,0.8848947511081303,0.7803512371028343,0.714674182842007,0.7083333333333333,0.3548387096774194,0.2903225806451612,0.3157894736842105,0.1052631578947368,0.8461538461538461,0.5,0.8461538461538461,0.4615384615384615,0.7314073226544622,0.7319250547113998,0.2981825726923764,0.2242060167653017
61,85,61,0.8202247238286006,0.6228056857785328,0.5683543743421683,0.4285714285714286,0.2121212121212121,0.1875,0.217391304347826,0.1428571428571429,0.4210526315789473,0.2631578947368421,0.8,0.5555555555555556,0.485602623115523,0.8494119857293758,0.2247297052694781,0.2333164008008101
22,56,22,0.6879300907521071,0.5686227576990033,0.5034965460952284,0.4545454545454546,0.0769230769230768,0.0,0.1111111111111111,0.0,0.7,0.2222222222222222,0.5833333333333334,0.1818181818181818,0.6183673469387755,0.6113781625352013,0.2423625756959089,0.2469149006917489
22,63,22,0.6390214842634577,0.5016103101271009,0.4369423915992103,0.4583333333333333,0.0666666666666666,0.0344827586206896,0.1578947368421053,0.0588235294117647,0.5,0.2307692307692307,0.7,0.3333333333333333,0.4946443489676572,0.7654904374034318,0.2781818525031194,0.3372068257243613
28,63,28,0.6312409771176486,0.531490262029645,0.4725449515730842,0.3043478260869565,0.04,0.0,0.1764705882352941,0.0,0.5,0.2727272727272727,0.6,0.3333333333333333,0.3872171945701357,0.6449020216370244,0.203795548008493,0.1895238812459697
32,66,32,0.8727909512494492,0.7850798981177473,0.72525915562301,0.7727272727272727,0.2758620689655172,0.1666666666666666,0.2631578947368421,0.0526315789473684,0.7857142857142857,0.3846153846153846,0.9166666666666666,0.4545454545454545,0.6904761904761905,0.9120239338417732,0.2132944647944653,0.2056221370308252
35,71,35,0.669534063411986,0.5427941161436716,0.4745373815248895,0.3214285714285714,0.0967741935483871,0.0666666666666666,0.1999999999999999,0.1111111111111111,0.7,0.4444444444444444,0.4666666666666667,0.2666666666666666,0.530952380952381,0.5257497279245863,0.2389705549836268,0.2653680778203036
12,31,12,0.5066710044155935,0.3400409136337803,0.2656844656620286,0.2222222222222222,0.0,0.0,0.1666666666666666,0.0,0.5714285714285714,0.3333333333333333,0.4444444444444444,0.25,0.6076858813700919,0.4244373438135828,0.2467100800434135,0.3033526076760183
17,56,17,0.5899196114769775,0.4075557568177075,0.3441664059757127,0.3333333333333333,0.0769230769230768,0.0,0.125,0.0,0.5,0.2857142857142857,0.3333333333333333,0.1818181818181818,0.6034694579586221,0.695421649681194,0.2239810487131916,0.2836900945382332
18,31,18,0.584729075647938,0.5003702332976757,0.4156047072968169,0.3333333333333333,0.1052631578947368,0.0,0.2307692307692307,0.0,0.7142857142857143,0.5,0.4545454545454545,0.3,0.7799708313077297,0.5274096316339224,0.3005271243907605,0.4027025784706039
56,56,56,0.8148217143826676,0.7456011350793252,0.739221270954573,0.736842105263158,0.6111111111111112,0.5882352941176471,0.5384615384615384,0.4545454545454546,0.9,0.7777777777777778,0.75,0.6363636363636364,0.5972222222222222,0.5613413993878117,0.3098081239747907,0.3649282419001353
17,47,17,0.6840077116560288,0.4637490725027826,0.3409145938362816,0.3333333333333333,0.0666666666666666,0.0344827586206896,0.0,0.0,0.625,0.0,0.3333333333333333,0.0,0.6004273504273504,0.7725116138598741,0.2911876417233561,0.2992010170332463
19,43,19,0.6581451817144173,0.5190342490858746,0.4359887692321347,0.5263157894736843,0.0416666666666666,0.0,0.4166666666666666,0.1818181818181817,0.875,0.7142857142857143,0.6363636363636364,0.5,0.7803837188452574,0.7838618016696207,0.2168092785225651,0.2414411582067697
21,44,21,0.5050762722761055,0.2905092156810251,0.2436698586202242,0.2222222222222222,0.0714285714285714,0.037037037037037,0.0952380952380952,0.0,0.3571428571428571,0.1538461538461538,0.4545454545454545,0.2,0.5379597655526448,0.4787549991450212,0.2408858769435693,0.2537725742960302
62,100,62,0.7628394235874968,0.5907908398283789,0.530382695392137,0.4666666666666667,0.1621621621621621,0.1388888888888888,0.24,0.125,0.6,0.4285714285714285,0.5,0.3529411764705882,0.6467207862165846,0.8498365855987979,0.2016560563619395,0.2503949812741505
18,80,18,0.7704893549906101,0.6088978363700573,0.5170234215108679,0.4827586206896551,0.125,0.048780487804878,0.1428571428571429,0.0,0.6363636363636364,0.2727272727272727,0.5384615384615384,0.2307692307692307,0.6013111888111887,0.6404350140115173,0.2599695749511929,0.3064571469105729
28,66,28,0.7649176535789204,0.6219430736113932,0.5599496399301321,0.4736842105263158,0.12,0.0833333333333333,0.25,0.0666666666666666,0.6363636363636364,0.3636363636363636,0.7777777777777778,0.4444444444444444,0.4957983193277311,0.7951332228659945,0.312267516434183,0.2551847501423571
15,58,15,0.6357353252247786,0.4285973077072614,0.3488607945232241,0.4399999999999999,0.03125,0.0,0.05,0.0,0.5454545454545454,0.1,0.5,0.0909090909090909,0.5226252421559575,0.8164481399688907,0.2178698826426099,0.4074102137883174
97,99,97,0.9041944301794655,0.8420241412770629,0.8078673443076599,0.7391304347826086,0.6,0.5833333333333333,0.5625,0.5,0.6875,0.6,1.0,0.9,0.5595660749506903,0.8975602524508651,0.2986270989111901,0.2386464763063574
48,78,48,0.6569383917546496,0.5468165968051546,0.5002501876563868,0.3846153846153846,0.1785714285714286,0.1481481481481481,0.2380952380952381,0.1578947368421053,0.6153846153846154,0.4166666666666667,0.5333333333333333,0.3571428571428571,0.4912698412698413,0.7611243951073875,0.2161150166705721,0.2884153019952983
82,82,82,0.8834723085353694,0.8057681397784151,0.7845183921053012,0.7,0.4761904761904761,0.4499999999999999,0.5294117647058824,0.375,0.7333333333333333,0.6,0.9166666666666666,0.8181818181818182,0.6938888888888889,0.9009374626955596,0.2197375618208953,0.2570179927086285
58,138,58,0.8963514386594376,0.7875615306482151,0.7376628640381944,0.6451612903225806,0.3414634146341463,0.2926829268292683,0.4782608695652174,0.3043478260869565,0.7058823529411765,0.6111111111111112,0.75,0.6875,0.623768472906404,0.9101123595505624,0.2395703572395303,0.2467201922212934
19,54,19,0.8001231610745854,0.6262882535275905,0.520499111025044,0.6111111111111112,0.0,0.0,0.0625,0.0,0.7,0.1111111111111111,0.7777777777777778,0.125,0.7701388888888889,0.9138599553907848,0.2798000610500613,0.3051910416108376
32,98,32,0.8862606189103951,0.8233187759829511,0.7733602811121816,0.6086956521739131,0.1999999999999999,0.0967741935483871,0.3181818181818182,0.0416666666666666,0.7857142857142857,0.4666666666666667,0.7857142857142857,0.5,0.5,0.8956037224108802,0.2981132756132757,0.3584073151613874
73,86,73,0.8306640148867082,0.7599909255356609,0.7327563156887953,0.6799999999999999,0.5185185185185186,0.4444444444444444,0.4705882352941176,0.4,0.5882352941176471,0.5,1.0,0.8888888888888888,0.7151811151811153,0.8179128813519695,0.2254269628079155,0.3197746710262587
19,52,19,0.5967499875721346,0.4067446084099805,0.3085459923992679,0.3199999999999999,0.074074074074074,0.0384615384615384,0.0476190476190476,0.0,0.5454545454545454,0.1,0.4615384615384615,0.0833333333333333,0.7120681605975724,0.6924107336786998,0.1847951521971128,0.2746090573636185
53,83,53,0.7425179830751689,0.6537907860511243,0.602743188473465,0.4166666666666666,0.1538461538461538,0.12,0.2142857142857143,0.0833333333333333,0.5,0.3333333333333333,0.5555555555555556,0.375,0.5970389775343335,0.6825209291853217,0.244877752395235,0.2901585078414737
19,55,19,0.6312713983695755,0.4398428249989879,0.3678260598380847,0.3913043478260869,0.0689655172413793,0.0357142857142857,0.1999999999999999,0.0769230769230768,0.5,0.3333333333333333,0.5,0.3333333333333333,0.709378665996313,0.7317073170731709,0.2015917481988914,0.2766385057462203
16,50,16,0.6067942268318605,0.3746343246326775,0.2901593353013875,0.2962962962962963,0.0999999999999999,0.0333333333333333,0.1666666666666666,0.0625,0.6666666666666666,0.375,0.4285714285714285,0.2307692307692307,0.7707417582417583,0.5587987562271125,0.2204042254042259,0.2940576819642096
34,88,34,0.6645399756542107,0.4796733337741736,0.4206879206881312,0.3636363636363636,0.0476190476190476,0.024390243902439,0.1538461538461538,0.0,0.5333333333333333,0.2857142857142857,0.4705882352941176,0.25,0.6800840889715569,0.6752271953306046,0.2244650651635948,0.2429297390239328
53,96,53,0.7059054037364995,0.6017934765940703,0.5561831817190465,0.3666666666666667,0.2647058823529411,0.2058823529411765,0.2727272727272727,0.0909090909090909,0.5,0.4,0.5714285714285714,0.4615384615384615,0.6077533577533578,0.8191127253467552,0.2279494379984582,0.2549504828437058
31,91,31,0.6800938766917191,0.482674745966956,0.4103274517792912,0.2894736842105263,0.0930232558139535,0.0465116279069767,0.1923076923076923,0.125,0.5333333333333333,0.3571428571428571,0.4444444444444444,0.2941176470588235,0.7917062477164779,0.6864064729836435,0.1932120437427828,0.2363707927213567
27,95,27,0.7728472825861328,0.6042978219198493,0.537687872547906,0.5,0.0930232558139535,0.0465116279069767,0.1538461538461538,0.0,0.6875,0.2666666666666666,0.6875,0.2666666666666666,0.7589094304388424,0.6335873369875447,0.1922787620027881,0.2300199824446269
67,86,67,0.6947097584320917,0.595273913797991,0.5554920598635311,0.48,0.2758620689655172,0.25,0.3888888888888888,0.3125,0.6666666666666666,0.6363636363636364,0.5333333333333333,0.5,0.6711779448621554,0.7661488934822833,0.1994944131498759,0.1930330302856055
50,122,50,0.8479652265379611,0.7292301425932921,0.6934510198564059,0.5862068965517242,0.3333333333333333,0.2352941176470588,0.36,0.1538461538461538,0.7222222222222222,0.5294117647058824,0.7222222222222222,0.5294117647058824,0.6179879148629148,0.7378647873726216,0.2346651265401272,0.2302600200385718
29,48,29,0.6440708049459496,0.5048934421078929,0.4085505846855608,0.2631578947368421,0.1363636363636363,0.0952380952380952,0.0833333333333333,0.0,0.5,0.2,0.3333333333333333,0.125,0.4466976264189886,0.8029550685469662,0.2396626984126983,0.2946538509882493
37,59,37,0.4445533940743877,0.3432326644221218,0.332977777676588,0.3333333333333333,0.1428571428571429,0.1111111111111111,0.25,0.1666666666666666,0.5,0.3846153846153846,0.5384615384615384,0.4166666666666667,0.6114208446016226,0.7134983553924282,0.2076241687162738,0.2155357661549548
71,71,71,0.9080412020050768,0.8754655386119166,0.8609460320922777,0.8421052631578947,0.75,0.736842105263158,0.7272727272727273,0.6666666666666667,1.0,0.8888888888888888,0.9090909090909092,0.8,0.5263157894736842,0.944356875867904,0.415909090909091,0.354021739094386
24,91,24,0.8074267672650709,0.65908813001037,0.5640760748177667,0.5416666666666667,0.0999999999999999,0.0689655172413793,0.1904761904761904,0.0,0.75,0.3636363636363636,0.6,0.2857142857142857,0.6258169934640523,0.8224253152776161,0.2078346373514439,0.2651859771972578
22,50,22,0.7085351319371781,0.5668202012651355,0.4919520370144725,0.5,0.0967741935483871,0.032258064516129,0.1666666666666666,0.0,0.5384615384615384,0.25,0.7,0.3333333333333333,0.5864281916913495,0.8293805060462438,0.2518213928928213,0.2094610348895836
96,125,96,0.8619942318412309,0.7844412609462165,0.7452892312482854,0.5357142857142857,0.3870967741935484,0.3225806451612903,0.4545454545454546,0.3333333333333333,0.7058823529411765,0.625,0.7058823529411765,0.625,0.603202614379085,0.6669240172520742,0.2868675551028495,0.26891675468244
54,110,54,0.8312105937805038,0.740926530474132,0.7167217642207576,0.5769230769230769,0.2424242424242424,0.1818181818181817,0.2727272727272727,0.0434782608695651,0.6666666666666666,0.4285714285714285,0.7142857142857143,0.4285714285714285,0.7621927414690572,0.7791523391749192,0.2165003909489209,0.2904194156667132
28,67,28,0.8551776738605733,0.7559610687825625,0.6632998394995123,0.6923076923076923,0.1388888888888888,0.054054054054054,0.4736842105263158,0.0434782608695651,0.9333333333333332,0.6428571428571429,0.9333333333333332,0.6428571428571429,0.5227272727272727,0.7807200583588267,0.3159213471713477,0.2538303650302325
35,52,35,0.6950150912113303,0.5266178342796503,0.4589285179800713,0.3809523809523809,0.12,0.0833333333333333,0.125,0.0,0.625,0.2857142857142857,0.4166666666666667,0.1818181818181818,0.6677350427350427,0.6069327367499427,0.2091911098161099,0.2307039106758804
16,88,16,0.6562644105499976,0.4346335603280935,0.3200512122912777,0.4,0.0799999999999999,0.0196078431372549,0.0967741935483871,0.0,0.5294117647058824,0.1875,0.4736842105263157,0.1666666666666666,0.6446454779788113,0.6291528696058956,0.2450798264235762,0.2655764156140031
28,54,28,0.7172191381865588,0.556038437485533,0.4970535983885188,0.4,0.0909090909090909,0.0,0.0714285714285714,0.0,1.0,0.25,0.4166666666666667,0.0909090909090909,0.6731481481481482,0.7071067811865478,0.2353461073158042,0.2943144447843399
50,62,50,0.7664063157207792,0.6043321862224018,0.5801695757248361,0.5,0.368421052631579,0.3333333333333333,0.3846153846153846,0.2727272727272727,0.7777777777777778,0.625,0.6363636363636364,0.5,0.4551820728291316,0.8023774198028775,0.2251444082612914,0.2903242587130428
44,58,44,0.8911638077990074,0.8326663997864525,0.7869910029407436,0.7058823529411764,0.3157894736842105,0.2777777777777778,0.3333333333333333,0.1428571428571429,0.75,0.4285714285714285,1.0,0.6,0.7185185185185186,0.8709677419354837,0.2197527850936939,0.2441948940488586
59,100,59,0.8398214856229381,0.7672852856220276,0.7319609325112155,0.6785714285714286,0.4193548387096774,0.3125,0.5,0.3181818181818182,0.8235294117647058,0.6875,0.7777777777777778,0.6470588235294118,0.6080155138978669,0.8979331027354326,0.2248052988677994,0.2759860245962889
26,50,26,0.6468382201954102,0.492960749562912,0.4351689105121462,0.3809523809523809,0.1904761904761904,0.0952380952380952,0.3571428571428571,0.25,0.6,0.5555555555555556,0.5454545454545454,0.5,0.7692307692307693,0.6139406135149204,0.2396404605495517,0.2175428291578156
14,36,14,0.6641556721825316,0.5055789732343683,0.4039785816233886,0.2857142857142857,0.0,0.0,0.0,0.0,0.6,0.0,0.5,0.0,0.51,0.6085806194501846,0.2490998230794149,0.259776716100261
25,56,25,0.5842356282783896,0.5253197596177319,0.4868644955601479,0.4583333333333333,0.2307692307692307,0.1538461538461538,0.2222222222222222,0.0588235294117647,0.5833333333333334,0.3636363636363636,0.5833333333333334,0.3636363636363636,0.6330467372134039,0.8000553690695197,0.2170661336526721,0.2849784175006655
31,128,31,0.8875308175773136,0.7533091977898227,0.6838047475751585,0.7241379310344828,0.2195121951219512,0.1162790697674418,0.3913043478260869,0.1666666666666666,0.7777777777777778,0.5294117647058824,0.875,0.6,0.6010526315789473,0.907264708726555,0.3114661009784843,0.2986246194893545
79,79,79,0.7608931298663153,0.686198288953165,0.6512970699556301,0.4444444444444444,0.3870967741935484,0.3666666666666667,0.3888888888888888,0.3125,0.5333333333333333,0.5,0.7272727272727273,0.6363636363636364,0.5894900125292283,0.7673482013750772,0.2595813856924971,0.2931539573465329
31,37,31,0.6404112602683381,0.5730430859703117,0.5393598899705935,0.4666666666666667,0.2666666666666667,0.2142857142857143,0.3636363636363636,0.2222222222222222,0.75,0.5714285714285714,0.6666666666666666,0.5,0.5777777777777777,0.7518094115561124,0.3271759259259258,0.3227149364473892
13,46,13,0.7006511553868678,0.5080005080007622,0.4201829034080089,0.3529411764705882,0.0,0.0,0.0666666666666666,0.0,0.5,0.1111111111111111,0.625,0.1428571428571428,0.5748663101604278,0.6708203932499369,0.2131771237681794,0.1903380084525248
80,91,80,0.8660506372572601,0.8062903736661303,0.7855844048495719,0.7083333333333333,0.5384615384615384,0.52,0.5384615384615384,0.3333333333333333,1.0,0.875,0.75,0.5833333333333334,0.6666666666666666,0.8943154551077057,0.2717148849093299,0.238441968324776
25,61,25,0.710047515534508,0.5517389870243843,0.4841229182759267,0.4347826086956522,0.0357142857142857,0.0,0.2631578947368421,0.0,0.6153846153846154,0.4166666666666667,0.6153846153846154,0.4166666666666667,0.6123807113938692,0.7015607600201142,0.2368266549750504,0.2314635276451096
14,43,14,0.758098043578904,0.6317797913779335,0.5330017908890261,0.5,0.05,0.0,0.0714285714285714,0.0,0.625,0.1428571428571428,0.5555555555555556,0.125,0.6898395721925134,0.873037869711973,0.2448803280053278,0.2199546835744557
11,45,11,0.507661469629964,0.3167095309238628,0.2070591113903372,0.5263157894736843,0.04,0.0,0.0666666666666666,0.0,0.5,0.1111111111111111,0.625,0.1428571428571428,0.6209641751437416,0.83815807612495,0.2428773729241641,0.1987176350331161
30,99,30,0.8248906294043736,0.6072843866271681,0.5366222766806092,0.3823529411764705,0.0999999999999999,0.05,0.2962962962962963,0.0689655172413793,0.6666666666666666,0.4705882352941176,0.631578947368421,0.4444444444444444,0.5924848484848485,0.5920141630322446,0.2023217200147351,0.2258568419323796
34,67,34,0.6555855625259224,0.5620515406286032,0.5296977535773848,0.5238095238095238,0.1666666666666666,0.0999999999999999,0.2352941176470588,0.0,0.7777777777777778,0.5,0.5833333333333334,0.3076923076923077,0.6088888888888888,0.6929914531581163,0.278972535401107,0.3687077366686536
41,105,41,0.8562765338342234,0.7479395913921236,0.6582183780869644,0.6538461538461539,0.2727272727272727,0.2121212121212121,0.2857142857142857,0.0454545454545454,0.7857142857142857,0.4615384615384615,0.7333333333333333,0.4285714285714285,0.6547619047619048,0.8423721734512383,0.2324176440843115,0.2204889683998058
52,102,52,0.7992934541235149,0.6331590695971744,0.5454588062689367,0.5,0.1666666666666666,0.119047619047619,0.2592592592592593,0.1111111111111111,0.7058823529411765,0.4117647058823529,0.6666666666666666,0.4117647058823529,0.7254247945037419,0.7692939945437627,0.2524890075910486,0.2464738813240774
32,62,32,0.8130956398429392,0.6797530813008021,0.6056338028169012,0.3888888888888888,0.0952380952380952,0.05,0.2307692307692307,0.0,0.625,0.375,0.625,0.375,0.6826923076923077,0.8006407690254358,0.3073284431617764,0.3749003076035347
33,97,33,0.8427679320699483,0.641712531655101,0.5636039340537301,0.4545454545454546,0.1395348837209302,0.0681818181818182,0.3214285714285714,0.0999999999999999,0.6666666666666666,0.4736842105263157,0.6666666666666666,0.5,0.8382429558745349,0.848169219932571,0.2787405200201637,0.2206635122464121
11,30,11,0.6134346610139776,0.3861380881261296,0.2906888370749727,0.4,0.0,0.0,0.0,0.0,0.6,0.0,0.5,0.0,0.6834087481146305,0.7715167498104598,0.2376287678371013,0.1983069911010159
32,73,32,0.8171108968147318,0.7213692739151392,0.6901646995712027,0.5454545454545454,0.2592592592592593,0.1851851851851852,0.2105263157894736,0.0555555555555555,0.5833333333333334,0.3636363636363636,0.6363636363636364,0.3333333333333333,0.5206349206349207,0.8641585652180932,0.2112479303104302,0.1982860996208131
42,49,42,0.6599120175960898,0.5622368760491885,0.533216210019181,0.4736842105263158,0.3157894736842105,0.2777777777777778,0.3,0.125,0.6666666666666666,0.6,0.4444444444444444,0.375,0.5439560439560439,0.6040686963408962,0.2966865079365079,0.3155691365874351
49,68,49,0.7063598877702756,0.5848755444671314,0.479788547970258,0.4399999999999999,0.2413793103448276,0.2142857142857143,0.25,0.1428571428571429,0.6,0.4444444444444444,0.5,0.3636363636363636,0.6286549707602339,0.6998964726756154,0.2911289107717683,0.268649335075951
40,76,40,0.829424565768644,0.722968462440373,0.6460582824697988,0.5,0.217391304347826,0.1304347826086956,0.3333333333333333,0.0666666666666666,0.6363636363636364,0.4545454545454545,0.7,0.5555555555555556,0.52046783625731,0.7667484762335371,0.2687016687016686,0.2958401374865317
65,114,65,0.8946481190484881,0.7861052798752569,0.7266165014494043,0.6666666666666667,0.3529411764705882,0.2941176470588235,0.2857142857142857,0.0952380952380952,0.7692307692307693,0.4615384615384615,0.7142857142857143,0.4285714285714285,0.7060041407867494,0.906111289411441,0.2969418208054565,0.3136695638835188
21,36,21,0.6313826635223762,0.4443764397857275,0.3772188331569533,0.3125,0.0625,0.0,0.1666666666666666,0.0,0.5714285714285714,0.3333333333333333,0.4444444444444444,0.25,0.6000000000000001,0.5913123959890827,0.2460480491730491,0.2141138754888799
